id,title,slug,price,description,images,creationAt,updatedAt,category.id,category.name,category.slug,category.image,category.creationAt,category.updatedAt
38,Vibrant Runners: Bold Orange & Blue Sneakers,vibrant-runners-bold-orange-blue-sneakers,27,"Step into style with these eye-catching sneakers featuring a striking combination of orange and blue hues. Designed for both comfort and fashion, these shoes come with flexible soles and cushioned insoles, perfect for active individuals who don't compromise on style. The reflective silver accents add a touch of modernity, making them a standout accessory for your workout or casual wear.","['https://i.imgur.com/hKcMNJs.jpeg', 'https://i.imgur.com/NYToymX.jpeg', 'https://i.imgur.com/HiiapCt.jpeg']",2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z,4,Shoes,shoes,https://i.imgur.com/qNOjJje.jpeg,2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z
39,Vibrant Pink Classic Sneakers,vibrant-pink-classic-sneakers,84,"Step into style with our Vibrant Pink Classic Sneakers! These eye-catching shoes feature a bold pink hue with iconic white detailing, offering a sleek, timeless design. Constructed with durable materials and a comfortable fit, they are perfect for those seeking a pop of color in their everyday footwear. Grab a pair today and add some vibrancy to your step!","['https://i.imgur.com/mcW42Gi.jpeg', 'https://i.imgur.com/mhn7qsF.jpeg', 'https://i.imgur.com/F8vhnFJ.jpeg']",2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z,4,Shoes,shoes,https://i.imgur.com/qNOjJje.jpeg,2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z
40,Futuristic Silver and Gold High-Top Sneaker,futuristic-silver-and-gold-high-top-sneaker,68,"Step into the future with this eye-catching high-top sneaker, designed for those who dare to stand out. The sneaker features a sleek silver body with striking gold accents, offering a modern twist on classic footwear. Its high-top design provides support and style, making it the perfect addition to any avant-garde fashion collection. Grab a pair today and elevate your shoe game!","['https://i.imgur.com/npLfCGq.jpeg', 'https://i.imgur.com/vYim3gj.jpeg', 'https://i.imgur.com/HxuHwBO.jpeg']",2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z,4,Shoes,shoes,https://i.imgur.com/qNOjJje.jpeg,2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z
41,Futuristic Chic High-Heel Boots,futuristic-chic-high-heel-boots,36,"Elevate your style with our cutting-edge high-heel boots that blend bold design with avant-garde aesthetics. These boots feature a unique color-block heel, a sleek silhouette, and a versatile light grey finish that pairs easily with any cutting-edge outfit. Crafted for the fashion-forward individual, these boots are sure to make a statement.","['https://i.imgur.com/HqYqLnW.jpeg', 'https://i.imgur.com/RlDGnZw.jpeg', 'https://i.imgur.com/qa0O6fg.jpeg']",2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z,4,Shoes,shoes,https://i.imgur.com/qNOjJje.jpeg,2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z
42,Elegant Patent Leather Peep-Toe Pumps with Gold-Tone Heel,elegant-patent-leather-peep-toe-pumps,53,"Step into sophistication with these chic peep-toe pumps, showcasing a lustrous patent leather finish and an eye-catching gold-tone block heel. The ornate buckle detail adds a touch of glamour, perfect for elevating your evening attire or complementing a polished daytime look.","['https://i.imgur.com/AzAY4Ed.jpeg', 'https://i.imgur.com/umfnS9P.jpeg', 'https://i.imgur.com/uFyuvLg.jpeg']",2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z,4,Shoes,shoes,https://i.imgur.com/qNOjJje.jpeg,2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z
43,Elegant Purple Leather Loafers,elegant-purple-leather-loafers,17,"Step into sophistication with our Elegant Purple Leather Loafers, perfect for making a bold statement. Crafted from high-quality leather with a vibrant purple finish, these shoes feature a classic loafer silhouette that's been updated with a contemporary twist. The comfortable slip-on design and durable soles ensure both style and functionality for the modern man.","['https://i.imgur.com/Au8J9sX.jpeg', 'https://i.imgur.com/gdr8BW2.jpeg', 'https://i.imgur.com/KDCZxnJ.jpeg']",2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z,4,Shoes,shoes,https://i.imgur.com/qNOjJje.jpeg,2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z
44,Classic Blue Suede Casual Shoes,classic-blue-suede-casual-shoes,39,"Step into comfort with our Classic Blue Suede Casual Shoes, perfect for everyday wear. These shoes feature a stylish blue suede upper, durable rubber soles for superior traction, and classic lace-up fronts for a snug fit. The sleek design pairs well with both jeans and chinos, making them a versatile addition to any wardrobe.","['https://i.imgur.com/sC0ztOB.jpeg', 'https://i.imgur.com/Jf9DL9R.jpeg', 'https://i.imgur.com/R1IN95T.jpeg']",2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z,4,Shoes,shoes,https://i.imgur.com/qNOjJje.jpeg,2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z
45,Sleek Futuristic Electric Bicycle,sleek-futuristic-electric-bicycle,22,"This modern electric bicycle combines style and efficiency with its unique design and top-notch performance features. Equipped with a durable frame, enhanced battery life, and integrated tech capabilities, it's perfect for the eco-conscious commuter looking to navigate the city with ease.","['https://i.imgur.com/BG8J0Fj.jpg', 'https://i.imgur.com/ujHBpCX.jpg', 'https://i.imgur.com/WHeVL9H.jpg']",2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z,5,Miscellaneous,miscellaneous,https://i.imgur.com/BG8J0Fj.jpg,2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z
46,Sleek All-Terrain Go-Kart,sleek-all-terrain-go-kart,37,"Experience the thrill of outdoor adventures with our Sleek All-Terrain Go-Kart, featuring a durable frame, comfortable racing seat, and robust, large-tread tires perfect for handling a variety of terrains. Designed for fun-seekers of all ages, this go-kart is an ideal choice for backyard racing or exploring local trails.","['https://i.imgur.com/Ex5x3IU.jpg', 'https://i.imgur.com/z7wAQwe.jpg', 'https://i.imgur.com/kc0Dj9S.jpg']",2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z,5,Miscellaneous,miscellaneous,https://i.imgur.com/BG8J0Fj.jpg,2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z
47,Radiant Citrus Eau de Parfum,radiant-citrus-eau-de-parfum,73,"Indulge in the essence of summer with this vibrant citrus-scented Eau de Parfum. Encased in a sleek glass bottle with a bold orange cap, this fragrance embodies freshness and elegance. Perfect for daily wear, it's an olfactory delight that leaves a lasting, zesty impression.","['https://i.imgur.com/xPDwUb3.jpg', 'https://i.imgur.com/3rfp691.jpg', 'https://i.imgur.com/kG05a29.jpg']",2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z,5,Miscellaneous,miscellaneous,https://i.imgur.com/BG8J0Fj.jpg,2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z
48,Sleek Olive Green Hardshell Carry-On Luggage,sleek-olive-green-hardshell-carry-on-luggage,48,"Travel in style with our durable hardshell carry-on, perfect for weekend getaways and business trips. This sleek olive green suitcase features smooth gliding wheels for easy airport navigation, a sturdy telescopic handle, and a secure zippered compartment to keep your belongings safe. Its compact size meets most airline overhead bin requirements, ensuring a hassle-free flying experience.","['https://i.imgur.com/jVfoZnP.jpg', 'https://i.imgur.com/Tnl15XK.jpg', 'https://i.imgur.com/7OqTPO6.jpg']",2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z,5,Miscellaneous,miscellaneous,https://i.imgur.com/BG8J0Fj.jpg,2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z
49,Chic Transparent Fashion Handbag,chic-transparent-fashion-handbag,61,"Elevate your style with our Chic Transparent Fashion Handbag, perfect for showcasing your essentials with a clear, modern edge. This trendy accessory features durable acrylic construction, luxe gold-tone hardware, and an elegant chain strap. Its compact size ensures you can carry your day-to-day items with ease and sophistication.","['https://i.imgur.com/Lqaqz59.jpg', 'https://i.imgur.com/uSqWK0m.jpg', 'https://i.imgur.com/atWACf1.jpg']",2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z,5,Miscellaneous,miscellaneous,https://i.imgur.com/BG8J0Fj.jpg,2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z
50,Trendy Pink-Tinted Sunglasses,trendy-pink-tinted-sunglasses,38,"Step up your style game with these fashionable black-framed, pink-tinted sunglasses. Perfect for making a statement while protecting your eyes from the glare. Their bold color and contemporary design make these shades a must-have accessory for any trendsetter looking to add a pop of color to their ensemble.","['https://i.imgur.com/0qQBkxX.jpg', 'https://i.imgur.com/I5g1DoE.jpg', 'https://i.imgur.com/myfFQBW.jpg']",2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z,5,Miscellaneous,miscellaneous,https://i.imgur.com/BG8J0Fj.jpg,2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z
52,Asus zenbook,asus-zenbook,1000,"gffghjkl,chjdsdjliejjfjkjfdfihrkjklkfj",['https://media.assettype.com/thequint%2F2021-04%2F0d2aea9a-6526-47ee-ae11-ac7d79d0559f%2F2829389859692d73969d66fb977d27af.jpg?auto=format%2Ccompress&fmt=webp&width=720&w=1200'],2025-11-29T05:06:13.000Z,2025-11-29T08:54:45.000Z,3,Furniture,furniture,https://i.imgur.com/Qphac99.jpeg,2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z
59,Toy Car G-Wagon,toy-car-g-wagon,299,hotwheels,['https://m.media-amazon.com/images/I/91UuzyHb0oL.jpg'],2025-11-29T07:29:42.000Z,2025-11-29T07:29:42.000Z,1,Clothes,clothes,https://i.imgur.com/QkIa5tT.jpeg,2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z
60,iPhone 17 pro max,iphone-17-pro-max,899,Apple,['https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-17-pro-max-witb-cosmicorange-202509_FMT_WHH?wid=560&hei=744&fmt=jpeg&qlt=90&.v=UGxRWEJPajdEMXBieGEzZUtQamtWcjRidXFtV1RqWFhhcnE5ektWbjMwdlRaUlBRUlRTV1VhQk5OOFMrZTNSUWt3SFBwNUFnNDJPcXhxcHV0Ukx5WlVMQ3RlVmZ0SE53VitxRHM1Rmg1STU2V05FdFpxTzRUd3RJZ0ZFT09iZUtxVjd4cjVoQml1dzFCNVFWRy80T2tn'],2025-11-29T07:32:29.000Z,2025-11-29T07:32:29.000Z,1,Clothes,clothes,https://i.imgur.com/QkIa5tT.jpeg,2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z
87,telefon,telefon,100000,последен модел,['https://suindependent.com/wp-content/uploads/2023/07/Opp.png'],2025-11-29T10:48:01.000Z,2025-11-29T10:54:47.000Z,2,Electronics,electronics,https://i.imgur.com/ZANVnHE.jpeg,2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z
89,New Cotton Shirt2,new-cotton-shirt2,1100,Very nice and attractive,['https://placeimg.com/640/480/cotton'],2025-11-29T11:06:04.000Z,2025-11-29T11:06:04.000Z,1,Clothes,clothes,https://i.imgur.com/QkIa5tT.jpeg,2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z
90,Mobile Phones,mobile-phones,10,A description,['https://placeimg.com/640/480/any'],2025-11-29T11:06:08.000Z,2025-11-29T11:06:08.000Z,1,Clothes,clothes,https://i.imgur.com/QkIa5tT.jpeg,2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z
93,Sofa Retratil 3 Lugares,sofa-retratil-3-lugares,699,Sofa 3 Lugares,['https://www.google.com/imgres?q=Sofa%203%20Lugares&imgurl=https%3A%2F%2Freidosestofados.com.br%2Fwp-content%2Fuploads%2F15183502104_Sofa20Retratil202.0020m20-20Modelo20Compact20-20Cinza202022020-200-1.jpg&imgrefurl=https%3A%2F%2Freidosestofados.com.br%2Fproduto%2Fsofa-3-lugares-retratil-e-reclinavel-compact-200m-velusoft-cinza-202%2F&docid=uOkhT-TmVskqiM&tbnid=_BgcC1d8xG1yAM&vet=12ahUKEwiH0-K_yYGQAxVatJUCHTVDB-IQM3oECBMQAA..i&w=711&h=473&hcb=2&ved=2ahUKEwiH0-K_yYGQAxVatJUCHTVDB-IQM3oECBMQAA'],2025-11-29T12:48:51.000Z,2025-11-29T12:48:51.000Z,3,Furniture,furniture,https://i.imgur.com/Qphac99.jpeg,2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z
94,Pest Control,pest-control,2000,Jasa penanggulangan hama atau Pest Control,['https://placeimg.com/640/480/any'],2025-11-29T13:43:56.000Z,2025-11-29T13:43:56.000Z,1,Clothes,clothes,https://i.imgur.com/QkIa5tT.jpeg,2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z
95,Classic Navy Blue Baseball Capss,classic-navy-blue-baseball-capss,12,dsc,['https://placeimg.com/640/480/tech'],2025-11-29T14:53:10.000Z,2025-11-29T14:53:10.000Z,1,Clothes,clothes,https://i.imgur.com/QkIa5tT.jpeg,2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z
96,user_1764435974170mm,user-1764435974170mm,100,Updated description,['https://placeimg.com/640/480/any'],2025-11-29T17:06:14.000Z,2025-11-29T17:06:16.000Z,1,Clothes,clothes,https://i.imgur.com/QkIa5tT.jpeg,2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z
97,Sweatpans,sweatpans,34,qki ga6ti,['https://placeimg.com/640/480/tech'],2025-11-29T18:09:42.000Z,2025-11-29T18:09:42.000Z,1,Clothes,clothes,https://i.imgur.com/QkIa5tT.jpeg,2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z
98,Headphones,headphones,33,mn svirqt,['https://placeimg.com/640/480/tech'],2025-11-29T18:10:44.000Z,2025-11-29T18:10:44.000Z,1,Clothes,clothes,https://i.imgur.com/QkIa5tT.jpeg,2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z
99,New Productb,new-productb,10,stfdffffffffring,"['https://i.imgur.com/cSytoSD.jpeg', 'https://i.imgur.com/WwKucXb.jpeg', 'https://i.imgur.com/cE2Dxh9.jpeg']",2025-11-29T18:28:20.000Z,2025-11-29T18:28:20.000Z,2,Electronics,electronics,https://i.imgur.com/ZANVnHE.jpeg,2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z
100,New Product UPDATED,new-product-updated,20,updated desc,"['https://i.imgur.com/cSytoSD.jpeg', 'https://i.imgur.com/WwKucXb.jpeg', 'https://i.imgur.com/cE2Dxh9.jpeg']",2025-11-29T18:38:24.000Z,2025-11-29T18:39:35.000Z,2,Electronics,electronics,https://i.imgur.com/ZANVnHE.jpeg,2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z
101,form.title,form-title,121212,form.description,['https://placehold.co/600x400'],2025-11-29T18:55:23.000Z,2025-11-29T18:55:23.000Z,1,Clothes,clothes,https://i.imgur.com/QkIa5tT.jpeg,2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z
102,some title,some-title,456,some description,['https://placehold.co/600x400'],2025-11-29T19:03:34.000Z,2025-11-29T19:03:34.000Z,2,Electronics,electronics,https://i.imgur.com/ZANVnHE.jpeg,2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z
103,title,title,1250,desc,['https://placehold.co/600x400'],2025-11-29T19:07:16.000Z,2025-11-29T19:07:16.000Z,2,Electronics,electronics,https://i.imgur.com/ZANVnHE.jpeg,2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z
104,WW,ww,22,WW,['https://placehold.co/600x400'],2025-11-29T21:31:01.000Z,2025-11-29T21:31:01.000Z,5,Miscellaneous,miscellaneous,https://i.imgur.com/BG8J0Fj.jpg,2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z
105,New Product 1764454144494,new-product-1764454144494,12,this is a product,"['https://i.imgur.com/cSytoSD.jpeg', 'https://i.imgur.com/WwKucXb.jpeg', 'https://i.imgur.com/cE2Dxh9.jpeg']",2025-11-29T22:09:02.000Z,2025-11-29T22:09:02.000Z,2,Electronics,electronics,https://i.imgur.com/ZANVnHE.jpeg,2025-11-29T01:49:03.000Z,2025-11-29T01:49:03.000Z
